Holdings details

Total World Stock ETF (VT)


Equity,as of 09/30/2020

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SECTOR,COUNTRY,SECURITY DEPOSITORY RECEIPT TYPE,MARKET VALUE*,SHARES
,6455217,IJM Corp. Bhd.,IJM,<0.01%,Construction & Engineering,MY,---,"$389,243.60","1,121,820"
,2730781,CBIZ Inc.,CBZ,<0.01%,Research & Consulting Services,US,---,"$388,790.00","17,000"
,6894304,Tokyo Seimitsu Co. Ltd.,7729,<0.01%,Semiconductor Equipment,JP,---,"$388,600.59","12,200"
,6528443,Oracle Financial Services Software Ltd.,OFSS,<0.01%,Application Software,IN,---,"$388,499.23","9,311"
,2352806,First Financial Bancorp,FFBC,<0.01%,Regional Banks,US,---,"$388,181.68","32,335"
,B0BM5T8,China State Construction International Holdings Ltd.,3311,<0.01%,Construction & Engineering,CN,---,"$388,176.87","591,750"
,7184736,Swatch Group AG,UHRN,<0.01%,"Apparel, Accessories & Luxury Goods",CH,---,"$388,128.08","8,619"
,6324500,Evergreen Marine Corp. Taiwan Ltd.,2603,<0.01%,Marine,TW,---,"$388,096.58","703,956"
,B4YZN32,Coats Group plc,COA,<0.01%,Textiles,GB,---,"$387,942.91","539,113"
,6374226,Glory Ltd.,6457,<0.01%,Industrial Machinery,JP,---,"$387,894.69","17,300"
,BD4GT29,Guotai Junan Securities Co. Ltd.,2611,<0.01%,Investment Banking & Brokerage,CN,---,"$387,754.06","277,800"
,6297743,HAP Seng Consolidated Bhd.,HAPSENG,<0.01%,Industrial Conglomerates,MY,---,"$387,700.90","225,100"
,BWV03W5,ARB Corp. Ltd.,ARB,<0.01%,Auto Parts & Equipment,AU,---,"$387,475.85","19,394"
,B56XQT8,Energisa SA,ENGI11,<0.01%,Electric Utilities,BR,---,"$387,447.21","52,915"
,B05H328,Internet Initiative Japan Inc.,3774,<0.01%,Integrated Telecommunication Services,JP,---,"$387,176.05","8,600"
,BD57ZM3,Nishi-Nippon Financial Holdings Inc.,7189,<0.01%,Regional Banks,JP,---,"$387,147.04","55,500"
,4513612,Kemira Oyj,KEMIRA,<0.01%,Diversified Chemicals,FI,---,"$386,858.72","30,367"
,2149622,Materion Corp.,MTRN,<0.01%,Diversified Metals & Mining,US,---,"$386,686.96","7,432"
,6330080,Lintec Corp.,7966,<0.01%,Commodity Chemicals,JP,---,"$386,538.45","16,600"
,B050S66,Microbio Co. Ltd.,4128,<0.01%,Personal Products,TW,---,"$386,525.81","132,000"
,B8F8822,Mahindra & Mahindra Financial Services Ltd.,M&MFIN,<0.01%,Consumer Finance,IN,---,"$386,513.85","229,981"
,6411758,Kenedix Inc.,4321,<0.01%,Diversified Real Estate Activites,JP,---,"$386,492.82","73,400"
,B74CDH8,Cairn Energy plc,CNE,<0.01%,Oil & Gas Exploration & Production,GB,---,"$386,449.11","208,236"
,2206721,Coca-Cola Consolidated Inc.,COKE,<0.01%,Soft Drinks,US,---,"$385,088.00","1,600"
,BYZ43T4,Eurobank Ergasias Services and Holdings SA,EUROB,<0.01%,Diversified Banks,GR,---,"$385,016.84","875,225"
,BNBNNH6,Ontex Group NV,ONTEX,<0.01%,Personal Products,BE,---,"$384,790.94","29,502"
,BJBLVF6,SODEXO SA (Loyalty Line 2024),---,<0.01%,Restaurants,FR,---,"$384,507.03","5,394"
,BYWZNK1,IDFC First Bank Ltd.,IDFCFIRSTB,<0.01%,Diversified Banks,IN,---,"$383,905.97","942,470"
,0688666,Euromoney Institutional Investor plc,ERM,<0.01%,Publishing,GB,---,"$383,645.07","37,112"
,6250627,Daido Steel Co. Ltd.,5471,<0.01%,Steel,JP,---,"$383,262.59","12,300"
,BKW7HH4,Joyful Honda Co. Ltd.,3191,<0.01%,Home Improvement Retail,JP,---,"$383,247.48","23,488"
,BYNK383,China Huarong Asset Management Co. Ltd.,2799,<0.01%,Asset Management & Custody Banks,CN,---,"$382,767.03","3,592,000"
,B3SF9N3,TOKAI Holdings Corp.,3167,<0.01%,Industrial Conglomerates,JP,---,"$382,202.95","38,700"
,B1GVJ73,Duskin Co. Ltd.,4665,<0.01%,Diversified Support Services,JP,---,"$382,012.40","14,000"
,6804927,Shinko Electric Industries Co. Ltd.,6967,<0.01%,Semiconductors,JP,---,"$382,001.47","21,800"
,6348588,Formosa Taffeta Co. Ltd.,1434,<0.01%,Textiles,TW,---,"$381,922.42","352,000"
,2341439,First Midwest Bancorp Inc./IL,FMBI,<0.01%,Regional Banks,US,---,"$381,536.54","35,393"
,BGT2VM7,Shurgard Self Storage SA,SHUR,<0.01%,Real Estate Operating Companies,BE,---,"$380,957.13","8,733"
,B1XHRL4,TriMas Corp.,TRS,<0.01%,Industrial Machinery,US,---,"$380,760.00","16,700"
,2357953,Transcontinental Inc.,TCL.A,<0.01%,Commercial Printing,CA,---,"$380,420.77","30,812"
,5898664,Mytilineos SA,MYTIL,<0.01%,Industrial Conglomerates,GR,---,"$380,410.86","35,506"
,BTDY2M7,Kiwi Property Group Ltd.,KPG,<0.01%,Retail REITs,NZ,---,"$380,324.40","539,866"
,BF0QWT5,Japan Elevator Service Holdings Co. Ltd.,6544,<0.01%,Diversified Support Services,JP,---,"$380,188.46","10,900"
,6497112,CJ Logistics Corp.,000120,<0.01%,Trucking,KR,---,"$380,128.57","2,507"
,BD6GN03,Virgin Money UK plc,VMUK,<0.01%,Diversified Banks,GB,---,"$379,418.91","402,359"
,6560995,China Oilfield Services Ltd.,2883,<0.01%,Oil & Gas Drilling,CN,---,"$379,342.95","542,000"
,BD9Q3Q6,Liberty Latin America Ltd.,LILAK,<0.01%,Alternative Carriers,US,---,"$379,332.14","46,601"
,2516613,Lindsay Corp.,LNN,<0.01%,Agricultural & Farm Machinery,US,---,"$379,275.64","3,923"
,6174619,Colowide Co. Ltd.,7616,<0.01%,Restaurants,JP,---,"$379,180.97","22,300"
,B0C1DM3,Bharat Forge Ltd.,BHARATFORG,<0.01%,Auto Parts & Equipment,IN,---,"$379,093.43","62,280"
,BYW3KV5,Pushpay Holdings Ltd.,PPH,<0.01%,Data Processing & Outsourced Services,NZ,---,"$379,050.11","64,358"
,2958538,Safety Insurance Group Inc.,SAFT,<0.01%,Property & Casualty Insurance,US,---,"$378,889.56","5,484"
,0665045,Oxford Instruments plc,OXIG,<0.01%,Electronic Equipment & Instruments,GB,---,"$378,729.88","18,514"
,2012605,Alaska Air Group Inc.,ALK,<0.01%,Airlines,US,---,"$378,607.68","10,336"
,BK8MDM0,Helios Technologies Inc.,HLIO,<0.01%,Industrial Machinery,US,---,"$378,560.00","10,400"
,6388528,Elecom Co. Ltd.,6750,<0.01%,"Technology Hardware, Storage & Periphera",JP,---,"$378,494.88","7,700"
,2412700,Harsco Corp.,HSC,<0.01%,Environmental & Facilities Services,US,---,"$378,352.00","27,200"
,B2NGPM5,Paragon Banking Group plc,PAG,<0.01%,Thrifts & Mortgage Finance,GB,---,"$378,117.59","88,196"
,BJFHBT4,Banpu PCL,BANPU-F,<0.01%,Coal & Consumable Fuels,TH,---,"$377,857.24","2,048,328"
,6598004,Mochida Pharmaceutical Co. Ltd.,4534,<0.01%,Pharmaceuticals,JP,---,"$377,131.77","9,542"
,6805629,Showa Corp.,7274,<0.01%,Auto Parts & Equipment,JP,---,"$376,427.43","17,300"
,BDFZ4G4,Koolearn Technology Holding Ltd.,1797,<0.01%,Education Services,CN,---,"$375,946.60","87,500"
,BD0G5P8,Telesites SAB de CV,SITESB-1,<0.01%,Integrated Telecommunication Services,MX,---,"$375,351.90","417,065"
,B523Z73,Northwest Bancshares Inc.,NWBI,<0.01%,Thrifts & Mortgage Finance,US,---,"$375,314.00","40,795"
,6642202,Nikkon Holdings Co. Ltd.,9072,<0.01%,Trucking,JP,---,"$375,041.51","17,300"
,BDVLJ38,Bilia AB,BILI A,<0.01%,Automotive Retail,SE,---,"$374,870.24","29,824"
,B1GZ005,Sally Beauty Holdings Inc.,SBH,<0.01%,Specialty Stores,US,---,"$374,539.00","43,100"
,6351865,Digital China Holdings Ltd.,861,<0.01%,IT Consulting & Other Services,CN,---,"$373,462.75","449,499"
,BD5CK01,Glodon Co. Ltd.,002410,<0.01%,Application Software,CN,---,"$373,167.16","34,700"
,2309255,Colbun SA,COLBUN,<0.01%,Independent Power Producers & Energy Traders,CL,---,"$372,740.72","2,305,955"
,BNH7Q17,Norwegian Finans Holding ASA,NOFI,<0.01%,Diversified Banks,NO,---,"$372,694.62","51,170"
,B131GJ7,Catena AB,CATE,<0.01%,Real Estate Operating Companies,SE,---,"$372,344.70","8,409"
,B1GJFG8,Lotes Co. Ltd.,3533,<0.01%,Electronic Components,TW,---,"$372,064.79","23,198"
,6586117,Milbon Co. Ltd.,4919,<0.01%,Personal Products,JP,---,"$371,504.39","7,000"
,BK1W1V2,Ratch Group PCL,RATCH,<0.01%,Independent Power Producers & Energy Traders,TH,---,"$371,415.36","233,300"
,BTPSGQ9,Urban Edge Properties,UE,<0.01%,Retail REITs,US,---,"$371,119.32","38,181"
,BJ50QH6,Safehold Inc.,SAFE,<0.01%,Specialized REITs,US,---,"$370,985.40","5,974"
,B01NFT1,Ashok Leyland Ltd.,ASHOKLEY,<0.01%,Construction Machinery & Heavy Trucks,IN,---,"$370,785.65","364,793"
,B29L881,VGP NV,VGP,<0.01%,Real Estate Operating Companies,BE,---,"$370,704.44","2,681"
,2260363,Deluxe Corp.,DLX,<0.01%,Commercial Printing,US,---,"$370,512.00","14,400"
,6013693,China Southern Airlines Co. Ltd.,1055,<0.01%,Airlines,CN,---,"$370,234.53","682,000"
,B01VRK0,Adani Enterprises Ltd.,ADANIENT,<0.01%,Trading Companies & Distributors,IN,---,"$370,117.25","91,233"
,B1HP071,Lindab International AB,LIAB,<0.01%,Building Products,SE,---,"$369,887.34","21,286"
,6537096,GS Engineering & Construction Corp.,006360,<0.01%,Construction & Engineering,KR,---,"$369,838.10","17,955"
,6769811,Sakata Seed Corp.,1377,<0.01%,Agricultural Products,JP,---,"$369,813.72","10,300"
,B9M3N77,Gemdale Properties & Investment Corp. Ltd.,535,<0.01%,Diversified Real Estate Activites,CN,---,"$369,249.14","2,166,000"
,B5V4S12,Indorama Ventures PCL,IVL-F,<0.01%,Commodity Chemicals,TH,---,"$369,242.02","551,300"
,BHR0FS4,Poly Property Services Co. Ltd.,6049,<0.01%,Real Estate Operating Companies,CN,---,"$369,093.03","47,200"
,B188NJ2,IPSOS,IPS,<0.01%,Advertising,FR,---,"$368,803.45","14,752"
,BVG7F06,International Game Technology plc,IGT,<0.01%,Casinos & Gaming,US,---,"$368,714.64","33,128"
,6251426,Daiwabo Holdings Co. Ltd.,3107,<0.01%,Technology Distributors,JP,---,"$368,699.09","5,700"
,BZ1G175,Hugel Inc.,145020,<0.01%,Biotechnology,KR,---,"$368,418.81","2,364"
,6636421,Netcare Ltd.,NTC,<0.01%,Health Care Facilities,ZA,---,"$368,135.52","479,186"
,BD5CMN8,Shenzhen Inovance Technology Co. Ltd.,300124,<0.01%,Industrial Machinery,CN,---,"$367,615.91","43,000"
,B28V440,Fluidra SA,FDR,<0.01%,Industrial Machinery,ES,---,"$367,402.21","21,756"
,6211732,Daewoo Shipbuilding & Marine Engineering Co. Ltd.,042660,<0.01%,Construction Machinery & Heavy Trucks,KR,---,"$366,834.66","18,080"
,BD20C13,Greentown Service Group Co. Ltd.,2869,<0.01%,Diversified Support Services,CN,---,"$366,811.50","296,000"
,B118753,Nan Ya Printed Circuit Board Corp.,8046,<0.01%,Electronic Components,TW,---,"$366,505.19","89,000"
,B725S29,Puregold Price Club Inc.,PGOLD,<0.01%,Hypermarkets & Super Centers,PH,---,"$365,837.51","360,980"
,B87Y2V5,PLA Administradora Industrial S de RL de CV,TERRA13,<0.01%,Industrial REITs,MX,---,"$365,605.75","264,186"
,6318514,Eternal Materials Co. Ltd.,1717,<0.01%,Commodity Chemicals,TW,---,"$365,531.78","321,919"
,B0305J0,Thai Oil PCL,TOP-F,<0.01%,Oil & Gas Refining & Marketing,TH,---,"$365,405.06","360,100"
,B54JP79,Inari Amertron Bhd.,INARI,<0.01%,Electronic Manufacturing Services,MY,---,"$365,330.19","660,775"
,6057680,Genting Plantations Bhd.,GENP,<0.01%,Agricultural Products,MY,---,"$365,323.70","153,200"
,B5T50H7,Fortune Real Estate Investment Trust,778,<0.01%,Retail REITs,HK,---,"$365,310.53","433,923"
,B1WF979,Nanosonics Ltd.,NAN,<0.01%,Health Care Supplies,AU,---,"$365,231.48","89,279"
,B2QG180,Mobile Telecommunications Co. Saudi Arabia,7030,<0.01%,Wireless Telecommunication Services,SA,---,"$365,079.44","100,823"
,6894887,Toshiba TEC Corp.,6588,<0.01%,"Technology Hardware, Storage & Periphera",JP,---,"$364,754.13","8,700"
,B59DK93,SunPower Corp.,SPWR,<0.01%,Semiconductors,US,---,"$364,603.95","29,145"
,5051605,Hellenic Telecommunications Organization SA,HTO,<0.01%,Integrated Telecommunication Services,GR,---,"$364,522.69","25,310"
,BQQ1JP6,Kadokawa Corp.,9468,<0.01%,Publishing,JP,---,"$363,994.57","13,736"
,6870898,Daio Paper Corp.,3880,<0.01%,Paper Products,JP,---,"$363,812.36","25,500"
,BP3R3R0,Sanan Optoelectronics Co. Ltd.,600703,<0.01%,Semiconductors,CN,---,"$363,573.84","100,500"
,6860543,Shufersal Ltd.,SAE,<0.01%,Food Retail,IL,---,"$363,491.32","46,489"
,B3NTLD4,American Assets Trust Inc.,AAT,<0.01%,Diversified REITs,US,---,"$363,373.56","15,084"
,B0LTJV9,Banco Santander SA,SAN*,<0.01%,Diversified Banks,ES,---,"$363,358.08","195,913"
,B18D6G5,JINS Holdings Inc.,3046,<0.01%,Specialty Stores,JP,---,"$363,202.53","4,600"
,6534837,De Grey Mining Ltd.,DEG,<0.01%,Gold,AU,---,"$362,880.64","405,710"
,B02QLW4,Mizuho Leasing Co. Ltd.,8425,<0.01%,Specialized Finance,JP,---,"$362,858.72","14,100"
,6044132,Resorttrust Inc.,4681,<0.01%,"Hotels, Resorts & Cruise Lines",JP,---,"$362,693.17","23,800"
,BD59BS7,Madrigal Pharmaceuticals Inc.,MDGL,<0.01%,Biotechnology,US,---,"$362,245.23","3,051"
,2883641,Tennant Co.,TNC,<0.01%,Industrial Machinery,US,---,"$362,160.00","6,000"
,6688068,Pick n Pay Stores Ltd.,PIK,<0.01%,Food Retail,ZA,---,"$362,154.59","129,465"
,6496023,Kobe Steel Ltd.,5406,<0.01%,Steel,JP,---,"$362,028.28","94,800"
,B1PQHS6,Faes Farma SA,FAE,<0.01%,Pharmaceuticals,ES,---,"$361,586.29","89,838"
,BYRJH51,Hastings Group Holdings plc,HSTG,<0.01%,Property & Casualty Insurance,GB,---,"$361,565.60","111,051"
,6430139,LEENO Industrial Inc.,058470,<0.01%,Semiconductors,KR,---,"$361,456.70","3,432"
,BH3T5K7,Enerpac Tool Group Corp.,EPAC,<0.01%,Industrial Machinery,US,---,"$361,152.00","19,200"
,B1LHCW2,Mindtree Ltd.,MINDTREE,<0.01%,IT Consulting & Other Services,IN,---,"$361,088.28","19,869"
,B5VZ053,Salvatore Ferragamo SPA,SFER,<0.01%,"Apparel, Accessories & Luxury Goods",IT,---,"$361,041.41","24,532"
,6483467,Kanematsu Corp.,8020,<0.01%,Trading Companies & Distributors,JP,---,"$360,765.47","29,400"
,6870401,Takashimaya Co. Ltd.,8233,<0.01%,Department Stores,JP,---,"$360,678.69","45,500"
,BP3R2R3,China Shipbuilding Industry Co. Ltd.,601989,<0.01%,Construction Machinery & Heavy Trucks,CN,---,"$360,650.77","563,300"
,6211679,Doosan Infracore Co. Ltd.,042670,<0.01%,Construction Machinery & Heavy Trucks,KR,---,"$360,447.20","48,176"
,B28YD08,Retail Opportunity Investments Corp.,ROIC,<0.01%,Retail REITs,US,---,"$360,359.00","34,600"
,BYYH7G9,Shop Apotheke Europe NV,SAE,<0.01%,Internet & Direct Marketing Retail,DE,---,"$359,889.58","2,066"
,B1YWHR4,Marfrig Global Foods SA,MRFG3,<0.01%,Packaged Foods & Meats,BR,---,"$359,779.87","132,491"
,BD3WG50,Acushnet Holdings Corp.,GOLF,<0.01%,Leisure Products,US,---,"$359,627.00","10,700"
,6123815,First International Bank Of Israel Ltd.,FIBI,<0.01%,Diversified Banks,IL,---,"$359,531.75","17,322"
,6124960,Pfizer Ltd.,PFIZER,<0.01%,Pharmaceuticals,IN,---,"$359,183.33","5,399"
,B1XGWS3,Continental Resources Inc./OK,CLR,<0.01%,Oil & Gas Exploration & Production,US,---,"$359,079.48","29,241"
,B7ZR219,Shutterstock Inc.,SSTK,<0.01%,Internet & Direct Marketing Retail,US,---,"$359,076.00","6,900"
,B233HR5,REN - Redes Energeticas Nacionais SGPS SA,RENE,<0.01%,Multi-Utilities,PT,---,"$359,023.45","129,114"
,BGN7WR0,SEB SA (Loyalty Line 2021) NEW,---,<0.01%,Household Appliances,FR,---,"$359,017.27","2,207"
,6776349,Sanrio Co. Ltd.,8136,<0.01%,Specialty Stores,JP,---,"$358,949.26","19,892"
,BP3R2W8,Bank of Beijing Co. Ltd.,601169,<0.01%,Diversified Banks,CN,---,"$358,927.95","521,200"
,BF0GKL3,Dixon Technologies India Ltd.,DIXON,<0.01%,Consumer Electronics,IN,---,"$358,826.15","3,013"
,BYTK8S2,STRATEC SE,SBS,<0.01%,Health Care Equipment,DE,---,"$358,724.21","2,469"
,BP3QYZ2,Cia de Distribucion Integral Logista Holdings SA,LOG,<0.01%,Air Freight & Logistics,ES,---,"$358,722.61","21,015"
,B03N0C7,Haci Omer Sabanci Holding AS,SAHOL,<0.01%,Multi-Sector Holdings,TR,---,"$358,229.00","333,446"
,2346003,Banner Corp.,BANR,<0.01%,Regional Banks,US,---,"$358,086.00","11,100"
,6895556,Toho Holdings Co. Ltd.,8129,<0.01%,Health Care Distributors,JP,---,"$357,970.36","16,600"
,B84GSC7,Ingenia Communities Group,INA,<0.01%,Residential REITs,AU,---,"$357,964.72","108,672"
,BFWCP81,ADT Inc.,ADT,<0.01%,Security & Alarm Services,US,---,"$357,747.96","43,788"
,5271276,Sixt SE,SIX3,<0.01%,Trucking,DE,---,"$357,613.95","6,669"
,B1MP4H4,Vodafone Idea Ltd.,IDEA,<0.01%,Wireless Telecommunication Services,IN,---,"$357,612.20","2,755,378"
,6932204,Wacoal Holdings Corp.,3591,<0.01%,"Apparel, Accessories & Luxury Goods",JP,---,"$357,551.47","18,900"
,6771708,Green Cross Corp./South Korea,006280,<0.01%,Biotechnology,KR,---,"$357,430.21","1,884"
,2526117,Allegheny Technologies Inc.,ATI,<0.01%,Steel,US,---,"$357,415.36","40,988"
,B3CTNK6,Signet Jewelers Ltd.,SIG,<0.01%,Specialty Stores,US,---,"$357,170.00","19,100"
,2626459,NBT Bancorp Inc.,NBTB,<0.01%,Regional Banks,US,---,"$357,054.66","13,313"
,BM677T6,Applus Services SA,APPS,<0.01%,Research & Consulting Services,ES,---,"$356,987.92","47,724"
,B17N9P6,Greentown China Holdings Ltd.,3900,<0.01%,Real Estate Development,CN,---,"$356,734.18","226,879"
,6699781,Premier Investments Ltd.,PMV,<0.01%,Apparel Retail,AU,---,"$356,665.97","23,993"
,BYW8TV3,GCP Applied Technologies Inc.,GCP,<0.01%,Specialty Chemicals,US,---,"$356,045.25","16,995"
,5734672,1&1 Drillisch AG,DRI,<0.01%,Wireless Telecommunication Services,DE,---,"$355,414.59","16,080"
,6853554,Standard Foods Corp.,1227,<0.01%,Packaged Foods & Meats,TW,---,"$355,248.87","168,400"
,B4LL9N5,Powerlong Real Estate Holdings Ltd.,1238,<0.01%,Real Estate Development,CN,---,"$355,071.60","471,000"
,BYM4063,Becle SAB de CV,CUERVO*,<0.01%,Distillers & Vintners,MX,---,"$354,933.27","173,900"
,BK4N2K8,US Ecology Inc.,ECOL,<0.01%,Environmental & Facilities Services,US,---,"$354,926.88","10,864"
,B72ZBG4,Supernus Pharmaceuticals Inc.,SUPN,<0.01%,Pharmaceuticals,US,---,"$354,280.00","17,000"
,6926553,Valor Holdings Co. Ltd.,9956,<0.01%,Food Retail,JP,---,"$354,253.38","12,800"
,BYX56S9,Pearl Abyss Corp.,263750,<0.01%,Interactive Home Entertainment,KR,---,"$354,234.54","2,057"
,5978953,Asseco Poland SA,ACP,<0.01%,Systems Software,PL,---,"$354,192.83","19,701"
,B0FXSY3,United Energy Group Ltd.,467,<0.01%,Oil & Gas Exploration & Production,HK,---,"$354,052.69","2,486,000"
,6487328,Keihin Corp.,7251,<0.01%,Auto Parts & Equipment,JP,---,"$353,984.65","14,400"
,B1XC098,Fortis Healthcare Ltd.,FORTIS,<0.01%,Health Care Facilities,IN,---,"$353,939.93","192,818"
,B23DMQ9,Ascendas India Trust,CY6U,<0.01%,Real Estate Operating Companies,SG,---,"$353,743.23","349,600"
,2192314,Mack-Cali Realty Corp.,CLI,<0.01%,Office REITs,US,---,"$353,360.00","28,000"
,6568353,NWS Holdings Ltd.,659,<0.01%,Industrial Conglomerates,HK,---,"$353,259.26","462,500"
,6580432,Makalot Industrial Co. Ltd.,1477,<0.01%,"Apparel, Accessories & Luxury Goods",TW,---,"$353,202.64","59,447"
,B1G8KX7,Transmissora Alianca de Energia Eletrica SA,TAEE11,<0.01%,Electric Utilities,BR,---,"$353,125.75","70,927"
,B7K6D18,Brunello Cucinelli SPA,BC,<0.01%,Textiles,IT,---,"$352,949.31","11,576"
,BD5CJ60,Guangdong Haid Group Co. Ltd.,002311,<0.01%,Packaged Foods & Meats,CN,---,"$352,817.38","39,077"
,6513342,Japan Retail Fund Investment Corp.,8953,<0.01%,Retail REITs,JP,---,"$352,720.80",228
,6527774,Orix JREIT Inc.,8954,<0.01%,Office REITs,JP,---,"$352,342.47",229
,BYYMZN7,China Overseas Property Holdings Ltd.,2669,<0.01%,Real Estate Services,CN,---,"$352,032.04","427,493"
,6499969,Kyudenko Corp.,1959,<0.01%,Construction & Engineering,JP,---,"$351,606.84","12,200"
,BWX43T2,Global Power Synergy PCL,GPSC-F,<0.01%,Independent Power Producers & Energy Traders,TH,---,"$351,328.98","192,693"
,7153639,Santander Bank Polska SA,SPL,<0.01%,Diversified Banks,PL,---,"$351,183.88","9,524"
,B3R1D52,Corporate Travel Management Ltd.,CTD,<0.01%,"Hotels, Resorts & Cruise Lines",AU,---,"$350,857.97","27,898"
,BYT05J2,Flow Traders,FLOW,<0.01%,Investment Banking & Brokerage,NL,---,"$350,550.33","8,772"
,B3KKGQ8,Virtus Investment Partners Inc.,VRTS,<0.01%,Asset Management & Custody Banks,US,---,"$350,507.20","2,528"
,6093491,Japan Lifeline Co. Ltd.,7575,<0.01%,Health Care Equipment,JP,---,"$350,293.88","26,400"
,B0LDD86,LEM Holding SA,LEHN,<0.01%,Electronic Equipment & Instruments,CH,---,"$350,260.04",187
,B1YWXY3,KBC Ancora,KBCA,<0.01%,Other Diversified Financial Services,BE,---,"$350,167.42","11,129"
,6273420,Doha Bank QPSC,DHBK,<0.01%,Diversified Banks,QA,---,"$350,101.27","544,172"
,B0NHMM3,Earth Corp.,4985,<0.01%,Household Products,JP,---,"$350,069.16","4,700"
,2578464,Mercury General Corp.,MCY,<0.01%,Property & Casualty Insurance,US,---,"$349,783.35","8,455"
,6895181,Toei Co. Ltd.,9605,<0.01%,Movies & Entertainment,JP,---,"$349,777.61","2,100"
,BD376K0,Comet Holding AG,COTN,<0.01%,Electronic Equipment & Instruments,CH,---,"$349,677.82","2,281"
,B17BBQ5,Investec plc,INVP,<0.01%,Diversified Capital Markets,GB,---,"$349,629.76","189,978"
,6070706,Barito Pacific Tbk PT,BRPT,<0.01%,Commodity Chemicals,ID,---,"$349,258.20","6,533,500"
,5249080,Gimv NV,GIMB,<0.01%,Asset Management & Custody Banks,BE,---,"$349,060.76","6,225"
,6015815,Webjet Ltd.,WEB,<0.01%,Internet & Direct Marketing Retail,AU,---,"$348,484.70","123,359"
,B1Q1RR9,Employers Holdings Inc.,EIG,<0.01%,Property & Casualty Insurance,US,---,"$348,389.25","11,517"
,6336538,TIME dotCom Bhd.,TIMECOM,<0.01%,Alternative Carriers,MY,---,"$347,952.86","120,400"
,BJ34614,Livzon Pharmaceutical Group Inc.,1513,<0.01%,Pharmaceuticals,CN,---,"$347,945.40","75,806"
,BYTJZL1,Zogenix Inc.,ZGNX,<0.01%,Pharmaceuticals,US,---,"$347,806.14","19,398"
,6205133,Sembcorp Marine Ltd.,S51,<0.01%,Construction Machinery & Heavy Trucks,SG,---,"$347,790.20","3,217,837"
,BD0FRL5,RBL Bank Ltd.,RBLBANK,<0.01%,Diversified Banks,IN,---,"$347,083.32","149,852"
,BP3R2N9,Daqin Railway Co. Ltd.,601006,<0.01%,Railroads,CN,---,"$346,454.03","369,400"
,BZ1NNF8,Xior Student Housing NV,XIOR,<0.01%,Residential REITs,BE,---,"$346,142.20","5,318"
,B1TJG95,Max Financial Services Ltd.,MFSL,<0.01%,Life & Health Insurance,IN,---,"$345,956.74","41,572"
,6554705,Maeda Corp.,1824,<0.01%,Construction & Engineering,JP,---,"$345,926.28","47,200"
,4495044,KWS Saat SE & Co. KGaA,KWS,<0.01%,Agricultural Products,DE,---,"$345,634.76","4,100"
,BGXD7G2,Cellivery Therapeutics Inc.,268600,<0.01%,Life Sciences Tools & Services,---,---,"$345,513.17","1,997"
,6101026,LIC Housing Finance Ltd.,LICHSGFIN,<0.01%,Thrifts & Mortgage Finance,IN,---,"$345,427.17","91,850"
,2583297,Methode Electronics Inc.,MEI,<0.01%,Electronic Manufacturing Services,US,---,"$344,964.00","12,104"
,6640529,Nihon Parkerizing Co. Ltd.,4095,<0.01%,Specialty Chemicals,JP,---,"$344,837.43","35,200"
,6619648,NHK Spring Co. Ltd.,5991,<0.01%,Auto Parts & Equipment,JP,---,"$344,466.57","53,800"
,B82YXW8,Vesuvius plc,VSVS,<0.01%,Industrial Machinery,GB,---,"$344,438.91","67,578"
,BD5C7G6,Eve Energy Co. Ltd.,300014,<0.01%,Electrical Components & Equipment,CN,---,"$344,153.82","47,005"
,BFT7KB7,Federal Bank Ltd.,FEDERALBNK,<0.01%,Diversified Banks,IN,---,"$344,151.33","519,946"
,BGL0KF5,SITE Centers Corp.,SITC,<0.01%,Retail REITs,US,---,"$343,800.00","47,750"
,6990763,Zhejiang Expressway Co. Ltd.,576,<0.01%,Highways & Railtracks,CN,---,"$343,762.72","474,000"
,BSJBZM6,PolyNovo Ltd.,PNV,<0.01%,Health Care Supplies,AU,---,"$343,424.11","214,784"
,B4RLNR1,Norma Group SE,NOEJ,<0.01%,Industrial Machinery,DE,---,"$343,384.79","11,081"
,B03MYS8,Turkiye Is Bankasi AS,ISCTR,<0.01%,Diversified Banks,TR,---,"$343,368.73","495,971"
,BH3FTS1,Times China Holdings Ltd.,1233,<0.01%,Real Estate Development,CN,---,"$343,089.65","246,000"
,BYV9SY3,Manulife US Real Estate Investment Trust,BTOU,<0.01%,Office REITs,SG,---,"$342,820.68","460,754"
,6497565,Kumagai Gumi Co. Ltd.,1861,<0.01%,Construction & Engineering,JP,---,"$342,715.50","13,300"
,6894241,Topcon Corp.,7732,<0.01%,Electronic Equipment & Instruments,JP,---,"$342,654.64","37,300"
,6331373,Far Eastern Department Stores Ltd.,2903,<0.01%,Department Stores,TW,---,"$342,490.58","405,115"
,B151P43,Modern Times Group MTG AB,MTG B,<0.01%,Interactive Home Entertainment,SE,---,"$342,404.30","24,466"
,BP3R2T5,Huaxia Bank Co. Ltd.,600015,<0.01%,Diversified Banks,CN,---,"$342,333.11","379,500"
,2380573,Great Canadian Gaming Corp.,GC,<0.01%,Casinos & Gaming,CA,---,"$342,216.97","18,900"
,6013154,Alony Hetz Properties & Investments Ltd.,ALHE,<0.01%,Real Estate Operating Companies,IL,---,"$341,915.23","34,791"
