"PMID","Title","Abstract","Authors","Journal","PubDate","MeSH_Terms"
"39318201","Behavioural Problems in Preadolescence: Does Nutritional Status Have a Role?","Malnutrition in children and adolescents is a global issue particularly in low- and middle-income countries, while behavioural problems are becoming a growing public health concern in the area of child and adolescent mental health, with very few studies examining their association in preadolescence. This study aimed to assess the epidemiological relationship between malnutrition and behavioural problems in preadolescence. A school based, cross-sectional survey was conducted in Karachi, Pakistan. Total 660, 11- to 12-year-old preadolescents were selected from a middle-class, coeducational school chain. Sociodemographic questionnaires and an officially adapted version of Youth Self-Report Form (YSR), which is the child and adolescent reported version of the Child Behavior Checklist (CBCL), were used to collect data, along with anthropometric assessments following the WHO protocol. Thin and stunted preadolescents had significantly higher odds of internalizing problems (AOR = 2.05, p = 0.003 and AOR = 2.09, p = 0.039, respectively) than normal ones. Overnutrition was not associated with any behavioural issues. According to the Composite Index of Anthropometric Failure, 40% of preadolescents had at least one type of malnutrition and among them about 3% had co-occurring malnutrition (stunted and thin or overweight). They significantly had higher risk of being associated with the internalizing problems (AOR 2.92, p = 0.027). The effect was considerably higher than that associated with stunted or thin only, highlighting the cumulative impact of the co-occurring malnutrition on the internalizing problems. Our study concludes that overnutrition and undernutrition are prevalent in preadolescents, with significant association of undernutrition with internalizing problems. Moreover, our study is the first that reports that the co-occurrence of malnutrition is significantly associated with increased risk of internalizing problems. This study highlights the importance of the link between physical and mental health and emphasizes the need for holistic interventions and programmes for addressing preadolescents' issues.","Bushra Khan, Waqas Hameed, Bilal Iqbal Avan","Child: care, health and development","2024Nov","Humans; Child; Male; Female; Cross-Sectional Studies; Nutritional Status; Child Behavior Disorders; Pakistan; Malnutrition; Child Nutrition Disorders; Prevalence; Risk Factors"
"39318198","Effects and individual response of salt substitute intervention on blood pressure in a high-risk stroke population: findings from 4200 participants of the China Salt Substitute and Stroke Study.","Background: The protective effects of salt substitutes on blood pressure are well established, yet the individual variations in response to salt substitutes remain unclear. Our study aims to identify the individuals who derive the greatest benefit from salt substitute interventions. Methods: Our study involved 4200 participants at high-risk of stroke from 120 villages in Liaoning Province, as a sub-study of the Salt Substitute and Stroke Study (SSaSS) trial, with 60 villages receiving a 5-year salt substitute intervention and other 60 villages using regular salt. The baseline and endpoint data on basic demographics, anthropometric measurements, and blood pressures were collected. General linear regressions were applied to assess the hypotensive effect of salt substitute intervention on both systolic blood pressure (SBP) and diastolic blood pressure (DBP), with adjustments for potential confounders using both regression adjustment and inverse probability of treatment weighting (IPTW). Individual treatment effects (ITEs) of the salt substitute were estimated using causal forest and causal tree methods, and a treatment-by-subgroup interaction analysis was conducted to validate the robustness of our findings. Findings: During the 5-year follow-up, the salt substitute group exhibited a significant SBP reduction compared to the regular salt intervention group (β = -1.86 mmHg, 95% CI: -3.56 to -0.15 mmHg). This reduction remained significant after adjusting for potential confounders (β = -2.82 mmHg, 95% CI: -4.26 to -1.37 mmHg) and the usage status of antihypertensive medications (β = -2.60 mmHg, 95% CI: -4.95 to -1.15 mmHg). However, no significant reduction was observed in DBP levels. Moreover, baseline SBP, body mass index (BMI) and age were identified as the top three modifiers of the salt substitute intervention's efficacy on SBP levels. Specifically, individuals with a baseline SBP ≤ 142 mmHg and age ≤ 65 years old (ITE = -3.02 mmHg, 95% CI = -5.97 to -0.07 mmHg) or those with a baseline SBP >142 mmHg and BMI ≤ 28.2 kg m-2 (ITE = -4.36 mmHg, 95% CI = -6.58 to -2.14 mmHg) received greater benefits from salt substitute supplementations in reducing SBP levels, and the treatment-by-subgroup interaction analysis further corroborated these findings (Psalt intervention group×age = 0.03 and Psalt intervention group×BMI = 0.01). Conclusions: Salt substitutes may effectively lower blood pressure in individuals at high-risk of stroke, with the hypotensive effect varying according to individual characteristics. Notably, middle-aged individuals with normotension and non-obese patients with hypertension appear to derive the greatest benefit from salt substitute consumption.","Bing Ma, Jing Zhang, Ying Zhou, Xinying Song, Xilei Li, Yuyi Peng, Xin Wang, Hao Sun, Bo Zhou","Food & function","2024Sep25",NA
"39318173","Efficacy of pulmonary rehabilitation in patients with chronic obstructive pulmonary disease and obstructive sleep apnea; a randomized controlled trial.","To evaluate the efficacy of pulmonary rehabilitation in the outcomes of patients with chronic obstructive pulmonary disease-obstructive sleep apnoea overlap syndrome patients who used positive airway pressure. Prospective randomized controlled single- blind trial. A total of 79 patients with chronic obstructive pulmonary disease-obstructive sleep apnoea overlap syndrome were randomly assigned to either the intervention group (n = 40) or control group (n = 39). All patients consistently adhered to positive airway pressure therapy every night from enrolment in the study, while intervention group patients received additional moderate-intensity aerobic exercise for 20 weeks. Pre- and post-intervention measurements included the 6-Minute Walk Test, Barthel Index, body mass index, fat mass, free fat mass, forced expiratory volume in 1 s (FEV1), FEV1%predicted, modified Medical Research Council, and polysomnography parameters. After 20 weeks, the intervention group exhibited statistically significant improvements in 6MWD, Barthel Index, body mass index, fat mass, and modified Medical Research Council compared with control group (all p < 0.01). In addition, the intervention group showed a significantly lower percentage of total sleep time with oxygen saturation < 90% (p = 0.013) and higher lowest nocturnal oxygen saturation (p = 0.008) than the control group. However, there was no significant difference in FEV1 %predicted between the 2 groups. Pulmonary rehabilitation incorporating moderate-intensity aerobic exercise could improve physical endurance and motor abilities in individuals with chronic obstructive pulmonary disease-obstructive sleep apnoea overlap syndrome, while also improving anamnestic dyspnoea, body composition, and sleep-disordered breathing.","Honghua Shen, Yiming Xu, Yin Zhang, Lei Ren, Rui Chen","Journal of rehabilitation medicine","2024Sep24","Humans; Pulmonary Disease, Chronic Obstructive; Male; Female; Sleep Apnea, Obstructive; Middle Aged; Aged; Prospective Studies; Treatment Outcome; Single-Blind Method; Exercise Therapy; Body Mass Index; Polysomnography; Walk Test"
"39318111","Exploring the Relationship Between Stress, Salivary C-Reactive Protein, and Embodied Physiological Responses in a Nigerian Population.","The impacts of stress on inflammation, although hypothesized, have not been thoroughly examined, especially in relation to social and environmental factors and particularly within Black populations. This study aims to explore the biological mechanisms of embodiment linking stress and health to understand physiological changes in the body's response to psychological stress in a Nigerian population. Through a multidisciplinary approach, this study queries the relationship between stress, cortisol, and salivary C-reactive protein (sCRP), a biomarker of inflammation, while also validating the use of sCRP as a potential and accurate stress indicator in the field. In this cross-sectional study, 138 passive drool saliva samples (nfemale = 89 nmale = 49) were collected and assessed for sCRP and cortisol levels in adults. Participants also completed a short demographic survey and, to measure psychological stress, the General Health Questionnaire 12 (GHQ-12). Relationships between sCRP and stress-related variables (i.e., cortisol, GHQ-12, and demographic data) were assessed using Spearman's correlations, simple regression, multivariable linear regression, and exploratory factor analysis. sCRP levels ranged from 20.57 to 6879.41 pg/mL across all samples, with significant differences between female and male participants. The GHQ-12 was not a significant predictor of sCRP variability. However, socio-demographic factors such as body mass index (BMI), age, self-reported sex, ethnic identity, and cortisol were significant predictors, collectively explaining 24%-27% of the variation in sCRP. Socio-demographic predictors like BMI, age, sex, and particularly ethnic group experience in Nigeria encapsulate aspects of embodied stress, that significantly affect sCRP variability.","Taiye Winful, Modupe Sorunke, Jada Benn Torres","American journal of human biology : the official journal of the Human Biology Council","2024Sep24",NA
"39318056","Effects of Occupational and Leisure-Time Physical Activity on the Risk of Dementia: Results From the Copenhagen City Heart Study.","Leisure-time physical activity (LTPA) decreases the risk of dementia, whereas occupational physical activity (OPA) possibly increases the risk. Yet, previous findings are mixed. We therefore aimed to investigate the effect of LTPA and OPA, respectively, on dementia among men and women. In this observational, longitudinal study, we used data from the second wave of a population-based cohort from the municipality of Copenhagen as baseline. Data were collected in 1981-1983, and 10 343 participants were followed until the end of 2016. LTPA and OPA were self-reported, and information on dementia diagnoses and redemption of dementia medication was obtained at an individual level from national health registers. We used Poisson regression to analyze the association between LTPA/OPA and dementia and adjusted for self-reported age, socioeconomic factors, stress, and cardiovascular risk factors (smoking, alcohol, body mass index, and blood pressure). A higher level of LTPA was associated with a lower dementia risk among men, but we found no clear association among women. OPA and dementia were not associated among men, but occupationally active women who reported OPA in terms of walking, lifting, and heavy work had a higher risk of dementia than women with sedentary jobs. This study supported earlier findings of a protective effect of LTPA on dementia among men. Women in physically demanding jobs possibly have a higher risk of dementia, yet this finding warrants further investigation in future studies.","K Nabe-Nielsen, A H Garde, F Gyntelberg, Å M Hansen, E Prescott, P Laursen, A Holtermann","Scandinavian journal of medicine & science in sports","2024Oct","Humans; Male; Female; Dementia; Leisure Activities; Denmark; Exercise; Middle Aged; Aged; Longitudinal Studies; Risk Factors; Occupations; Sex Factors; Adult"
"39318026","Competencies for health-enhancing physical activity are associated with body mass: results of an updated data pooling across 18 samples.","Although previous studies have illuminated associations between body mass and physical activity (PA), there have been scant insights regarding the physical, cognitive, and motivational determinants of PA in relationship to body mass. This study aimed to model courses of competencies for health-enhancing PA across the spectrum of BMI. We used cross-sectional data of 3670 individuals (mean [SD]: BMI, 25.54 [5.71] kg/m2; age, 46.11 [14.96] years) from a large data pooling with 18 primary samples employing the PA-related health competence (PAHCO) instrument. ANCOVA determined differences in 10 PAHCO indicators by BMI categories (underweight, normal weight, overweight, and obesity). Covariate-adjusted multilevel models described the nonlinear courses of the PAHCO indicators across the BMI spectrum. The levels of all 10 PAHCO indicators differed significantly among the BMI categories (F ≥ 14.8; p < 0.001). All competencies for health-enhancing PA could be best described by cubic functions having their maximum around normal weight while regressing with underweight and with increasing grades of obesity (0.02 ≤  Rmarg2$$ {R}_{\mathrm{marg}}^2 $$  ≤ 0.31). This study adds to associations between BMI and PA levels by specifying individuals' multidimensional requirements for health-enhancing PA. The present findings call for an integration of physical, motivational, and cognitive factors in practices of PA promotion and sustainable obesity treatment.","Johannes Carl, Miaobing Zheng, Johanna Popp, Katharina Eckert, Wolfgang Geidl, Simon Blaschke, Julia Schmid, Eva Grüne, Leonard Oppermann, Anna-Maria Liphardt, Harriet Morf, Anja Weissenfels, Klaus Pfeifer","Obesity (Silver Spring, Md.)","2024Sep24",NA
"39318014","Mobilizing Stockpile of Nature: Phytochemicals, Herbal Extracts, and Dietary Supplements for Managing Metabolic Diseases with Concentric Focus on Obesity.","Obesity and associated health impairments are proven to exhibit multifocal health disorders along with increasing co-morbidity. Underlying obesity pathology is linked up with almost every major disease, which may increase the risk of heart disease, hypertension, diabetes, cancer, osteoarthritis, etc. The prevalence of overweight and obesity is on the rise around the world, which enormously affects the life span of individuals. Due to the foggier nature of the underlying pathology, the efficacy is questionable for conventional treatments. The traditional therapy of obesity may involve synthetic moieties and surgical procedures, which have many harmful side effects and chances of recurrent severity. Scientists are continuously focusing on prophylactic remedies alongside maintaining a proper lifestyle. In that context, nature always helped with traditional medications. As per folklore medicine reports, many plants have been used to treat obesity and its associated complications. This review compiles a vast array of datasets, including the impact of obesity and the need for the introduction of phytochemicals in place of conventional pharmacotherapies, the impact of phytochemicals along with the reported mechanisms of action, recent clinical trial reports, and recently explored dietary supplements. The primary objective of this presentation is to chart the future trajectory of phytochemical research for metabolic disorders, establishing a foundational framework for future investigations to build upon.","Satyajit Mohanty, Nikita Nayak, Tuhin Mukherjee, Shivangi Kumari, Pranav Kumar Prabhakar, Ashok Pattnaik","Endocrine, metabolic & immune disorders drug targets","2024Sep23",NA
"39317976","Self-reported immune status and COVID-19 associated subjective cognitive functioning in post-COVID-19 syndrome: Examination of an Irish cohort.","Cognitive changes are very frequently reported by people with post-COVID-19 syndrome (PCS), but there is limited understanding of the underpinning mechanisms leading to these difficulties. It is possible that cognitive difficulties are related to immune status and/or low mood. The aim of the present study was to examine the relationship between immune status and cognitive functioning in PCS, while considering whether depression symptoms also influence this association. Participants were recruited in an online study of cognitive and psychological consequences of PCS, involving individuals attending a post-COVID clinic in an acute general hospital in Ireland, and a comparison sample of age- and sex-matched community controls who had also been infected with COVID-19 but had not experienced PCS. Participants with PCS (n = 71) and community controls (n = 50) completed the immune status questionnaire, Cognitive Failures Questionnaire (CFQ), Hospital Anxiety and Depression Scale (HADS), and the Functional Assessment of Chronic Illness Therapy-Fatigue Scale (FACIT-F). Significant differences were observed between groups in terms of perceived immune status, perceived cognitive function, depression scores, and fatigue, with the ""PCS"" group reporting lower immune status, more cognitive difficulties, and higher levels of depression and fatigue. Regression analysis in the PCS group indicated that immune status and depression significantly contributed to variance in subjective cognitive functioning, with immune status remaining a significant predictor of cognitive functioning scores even when accounting for depression, fatigue, and other covariates related to PCS, such as Body Mass Index (BMI). Our findings suggest that subjective cognitive functioning is influenced by self-reported immune status in PCS, emphasising the importance of immune status, cognitive, and mood screening as part of routine clinical care in PCS.","Jessica Holland, Sinead Brown, Susan O'Flanagan, Stefano Savinelli, Kathleen McCann, Keith Gaynor, Patrick Mallon, Eoin Feeney, Grace Kenny, Christine Boyd, Fiadhnait O'Keeffe, Jessica Bramham","Brain and behavior","2024Sep","Humans; COVID-19; Male; Female; Middle Aged; Ireland; Self Report; Depression; Adult; Post-Acute COVID-19 Syndrome; Cognition; Fatigue; Aged; Cognitive Dysfunction; Cohort Studies; SARS-CoV-2"
"39317936","Prevalence of normal weight obesity and its cardiometabolic implications among government doctors in Gujarat, India: a cross-sectional study.","Obesity is rising globally. Normal weight obesity (NWO) and normal weight central obesity (NWCO) despite normal BMI pose added metabolic risks. Limited data on these phenotypes among Indian doctors merits investigation. The present study aimed to assess the prevalence of overall obesity, NWO, NWCO, and their associations with cardiometabolic risks among doctors in Gujarat, India. It's a Cross-sectional study among 490 doctors aged 20-60 years at a tertiary hospital. Anthropometry, blood pressure, fasting glucose, and lipids were assessed. NWO was defined as a BMI of 18.5-24.9 kg/m2 with a high body fat percentage. NWCO as normal BMI and increased waist circumference. Body composition was assessed using an Omron body composition analyzer. The prevalence of overall obesity was 101 (20%), NWO 239 (48.7%), and NWCO 210 (42.8%). Mean BMI, blood pressure, glucose, and LDL increased from normal weight to NWO/NWCO groups (p < 0.05). NWO and NWCO had significantly higher odds of hypertension, dyslipidemia, and high fasting blood sugar compared to non-obese after adjusting for confounders. The high burden of overall obesity, NWO, and NWCO among doctors highlights the need for lifestyle interventions to mitigate long-term cardiometabolic disease risk.","Yogesh M, Nidhi Trivedi, Naresh Makwana, Pagadala Hari Priya Pvm Krishna, Kadalarasu D","Clinical diabetes and endocrinology","2024Sep25",NA
"39317931","Relationships between human serum albumin levels and septic shock, in-hospital, and out-of-hospital mortality in elderly patients with pneumonia in different BMI ranges.","This retrospective cohort identified the association of human serum albumin (HSA) with adverse outcomes (septic shock, in-hospital and out-of-hospital mortality) in elderly hospitalized patients who have community-acquired pneumonia (CAP) and specific body mass index (BMI). This research included hospitalized CAP individuals (≥ 60 years) and was conducted at a teaching hospital in western China. All the patients were categorized into three populations based on two BMI cutoff values (18.5 kg/m2 and 24 kg/m2). The data was acquired from medical records, local government mortality databases, and telephone interviews. Binomial logistic regression analysis was used to explore the associations between low HSA and septic shock and in-hospital mortality, and Cox regression analysis was used to explore the association between low HSA and out-of-hospital mortality. A total of 627 patients were included in the analysis of in-hospital death and septic shock, and 431 patients were included in the analysis of out-of-hospital death. The study showed that 120 elderly patients with CAP (19.14%) died in the hospital, while 141 patients (32.71%) died out of the hospital, and 93 patients (14.83%) developed septic shock. No differences in in-hospital and out-of-hospital mortality were observed for BMI values < 18.5 kg/m2 or BMI ≥ 24 kg/m2, regardless of whether HSA was ≥ 40 g/l or < 40 g/l. When 18.5 kg/m2 ≤ BMI < 24 kg/m2, patients with HSA < 40 g/l had both higher in-hospital and out-of-hospital mortality compared with those with HSA ≥ 40 g/l (in-hospital death: 26.13% vs. 11.46%, p < 0.001; out-of-hospital death: 46.15% vs. 19.17%, p < 0.001). No significant differences were observed in the incidence of septic shock between patients with HSA < 40 g/l and those with HSA ≥ 40 g/l either in the overall population or when the BMI values were divided according to the cutoff values of 18.5 kg/m2 and 24 kg/m2. After further logistic regression analysis and adjustment for potential confounders, the results showed that when 18.5 kg/m2 ≤ BMI < 24 kg/m2, elderly CAP patients with HSA < 40 g/l had a higher risk of in-hospital and out-of-hospital mortality compared with those with HSA ≥ 40 g/l (in-hospital death: HR = 1.964, 95%CI = 1.08-3.573; out-of-hospital death: HR = 2.841, 95%CI = 1.745-4.627). HSA levels can predict the risk of in-hospital and out-of-hospital mortality in elderly patients with CAP and normal BMI values. However, HSA cannot predict the risk of septic shock in elderly patients hospitalized with CAP, irrespective of their BMI classification.","Sha Huang, Lanlan Chen, Ning Yang, Jiao Zhang, Yan Wang, Xiaoyan Chen","Pneumonia (Nathan Qld.)","2024Sep25",NA
"39317920","Eating frequency, timing of meals, and sleep duration before and after a randomized controlled weight loss trial for breast cancer survivors.","To examine eating frequency, timing of meals, and sleep duration before and after a weight loss intervention for breast cancer survivors. Female breast cancer survivors (n = 159; 55 ± 9 years; 31.4 ± 5.0 kg/m2; stage I-III, median [IQR] 9.5 [5.5] months post-diagnosis) participated in a randomized controlled trial of a 12-month weight loss intervention versus usual care. Eating frequency, proportion of daily calories consumed after 5 PM, eating after 8 PM, nightly fasting duration, and sleep duration were estimated and categorized based on existing associations with factors influencing breast cancer prognosis and breast cancer outcomes. These behaviors at baseline were compared to women from an Australian national survey with similar age and BMI range. Mixed-effects linear regression models were used to examine the changes in health behaviors from baseline to 18 months between intervention and usual care groups. Before the trial, eating after 8 PM (67%) was higher, and short nightly fasting duration (< 13 h, 83%) and long sleep duration (> 9 h/day, 26%) were marginally higher, in breast cancer survivors than women in the national survey (52%, 75%, and 17%, respectively). ""Less optimal"" eating behaviors and sleep duration tended to co-occur. Behaviors remained unchanged over the 18-month follow-up, irrespective of the study group (p > 0.05; Cohen's effect sizes < 0.3). Later timing of eating and long sleep duration were prevalent in breast cancer survivors and continued following a weight loss intervention. Future multi-behavior interventions in breast cancer survivors should consider specific messages to target eating timing behaviors and sleep.","Kelly D'cunha, Yikyung Park, Rebecca M Leech, Melinda M Protani, Louise Marquart-Wilson, Marina M Reeves","Journal of cancer survivorship : research and practice","2024Sep24",NA
"39317910","Oncological long-term outcomes of laparoscopic versus open gastrectomy for cT3-4 gastric cancer at surgical staging: a propensity-score matched cohort study.","The oncological efficacy of laparoscopic surgery for advanced gastric cancer (AGC) has been evaluated by several randomized trials. However, the inclusion of earlier-stage disease was a limitation in previous studies. Patients with cT3-4 gastric cancer, determined by surgical staging to minimize migration of earlier stages, treated at a tertiary cancer center from 2009 to 2018 were included. Based on the surgical approach, the patients were divided into two groups: the laparoscopic gastrectomy (LG) and the open gastrectomy (OG) and matched for age, sex, macroscopic appearance (type 4 or non-type 4), body mass index, estimated tumor size, clinical stage T3'T4, clinical N stage, pathologic T stage (T3 or T4), and type of surgery (total or distal gastrectomy). 588 patients (221 LG, 367 OG) were included in the analysis. After 1:1 propensity-score matching, 386 patients (193 LG, 193 OG) were assigned for analysis. In the LG group, operation time was longer with lower blood loss. The incidence of postoperative complications (≥ grade III) did not differ significantly between the groups (OG: 8.3%, vs. LG: 9.3%). Overall survival (OS) was longer in the LG group (5-year OS: 79.3 vs. 73% HR 0.66, 95% CI 0.44-0.99, P = 0.0497). Relapse-free survival (RFS) did not show a statistical difference (5-year RFS: 69.5 vs. 68.7 HR 0.88, 95% CI 0.62-1.26, P = 0.487). Subgroup analysis for OS also demonstrated equivalent outcomes. LG demonstrates comparable safety and efficacy to OG for advanced gastric cancer at surgical staging, with similar rates of severe complications and long-term oncological outcomes. Further research is needed to validate these findings, particularly for total gastrectomy and for patients from Western populations.","Arrieta G Manuel, Takahiro Kinoshita, Neda Amini, Eigo Akimoto, Masahiro Yura, Mitsumasa Yoshida, Takumi Habu, Hiromi Nagata, Masaru Komatsu, Junichi Sano, Daiki Terajima","Surgical endoscopy","2024Sep25",NA
"39317885","Collagen-V and K-α-1 Tubulin Antibodies as Potential Markers of Unsuspected GERD-Related Lung Damage: Insights from a Cross-Sectional Analysis.","Our group has proposed that aspiration of gastric contents leads to exposure of normally sequestered lung self-antigens (SAgs), specifically collagen-V (Col-V) and K-α-1-tubulin (Kα1T), which elicits an immune response characterized by increasing concentrations of self-antibodies (SAbs) anti-Col-V and anti-Kα1T. We sought to establish the point prevalence of abnormally elevated concentrations of SAbs among patients with pathological gastroesophageal reflux disease (GERD) and/or hiatal hernia undergoing antireflux surgery (ARS). For this cross-sectional study, we retrieved a plasma aliquot from the Norton Thoracic Institute BioBank from blood samples that were taken preoperatively from patients who underwent ARS between November 2019 and August 2022. Enzyme-linked immunosorbent assays were employed to detect and quantify anti-Col-V and anti-Kα1T. Samples from 43 patients (females, n = 34 [79.1%]; mean age, 62 ± 12 years; and mean BMI, 30.5 ± 7  kg/m2) were analyzed. Before ARS, 28 (65.1%, CI95: 50.3-80.0%) patients had abnormally elevated concentrations of anti-Col-V and 19 (44.2%, CI95: 28.7-59.7%) had elevated concentrations of circulating anti-Kα1T. Overall, 13 patients (30.2%) had low (i.e., normal) concentrations of both SAbs, 13 (30.2%) were positive only for one, and 17 (39.5%) were positive for both SAbs. A relative high point prevalence of abnormally elevated circulating SAbs (i.e., anti-Col-V and/or anti-Kα1T) before ARS was found. This result suggests clinically unsuspected pulmonary parenchymal injury secondary to GERD-related aspiration. Further studies are required to confirm this hypothesis and to identify alternative non-invasive early biomarkers of GERD-related lung damage.","Andrés R Latorre-Rodríguez, Sumeet K Mittal, Ranjithkumar Ravichandran, Mark Shacker, Andrés Isaza-Restrepo, Sandhya Bansal, Thalachallour Mohankumar, Ross M Bremner","Lung","2024Sep24",NA
"39317881","Factors associated with oropharyngeal dysphagia and unsuccessful nasogastric tube removal after endovascular thrombectomy for anterior circulation stroke.","To identify the predictive variables for post-stroke dysphagia (PSD) among anterior circulation large vessel occlusion (LVO) stroke patients who underwent endovascular thrombectomy (EVT). This retrospective cohort study enrolled hospitalized patients with anterior LVO stroke who underwent EVT between January 1, 2018 and October 31, 2022. PSD was defined as the unsuccessful removal of the nasogastric (NG) tube. Factors, such as premorbid characteristics, laboratory results, EVT, rehabilitation-related parameters, and neuro-imaging, were analyzed for correlations to PSD at 4 and 12 weeks. The study enrolled 136 patients, with a mean age of 72.9 ± 13.0 years, and 59 patients (43.4%) were male. At 4 weeks, 47.1% of the patients needed an NG tube, and at 12 weeks, 16.2% still required an NG tube. We found that lower albumin, lower body mass index (BMI), higher initial and 24-h post-EVT National Institute of Health Stroke Scale (NIHSS) scores, stroke-associated pneumonia, poor initial sitting balance and ability to sit up, insula or frontal operculum lesions, and bilateral hemisphere involvement were all associated with PSD at both 4 and 12 weeks in the univariate logistic regression. Multivariate analysis revealed that significant predictors of unsuccessful NG tube removal at 4 weeks included lower BMI (adjusted OR [aOR] 0.73, p = 0.005), hemorrhagic transformation (aOR 4.01, p = 0.0335), higher NIHSS scores at 24 h post-EVT (aOR 1.13, p = 0.0288), poor initial sitting ability (aOR 0.52, p = 0.0231), insular cortex ischemia (aOR 7.26, p = 0.0056), and bilateral hemisphere involvement (aOR 41.19, p < 0.0001). At 12 weeks, lower BMI (aOR 0.78, p = 0.0098), poor initial sitting balance (aOR 0.57, p = 0.0287), insular cortex lesions (aOR 4.83, p = 0.0092), and bilateral hemisphere involvement (aOR 4.07, p = 0.0139) remained significant predictors. In patients with anterior LVO following EVT, PSD was associated with lower BMI, higher NIHSS scores, poor initial sitting balance and sitting ability, insular lesions, and bilateral hemisphere involvement.","Shu-Mei Yang, Hao-Wei Wu, Hsueh-Wen Hsueh, Yen-Heng Lin, Ting-Ju Lai, Meng-Ting Lin","European geriatric medicine","2024Sep24",NA
"39317803","Lupus nephritis-related chronic kidney disease.","Lupus nephritis is a common complication of systemic lupus erythematosus (SLE) and a determinant of overall morbidity and mortality, as lupus nephritis-related chronic kidney disease (CKD) drives cardiovascular disease and secondary immunodeficiency. Two lines of action are required to prevent the progression of lupus nephritis-related CKD: suppression of autoimmune SLE activity, which is a risk factor for immunopathology-related irreversible kidney injury, and management of non-immune risk factors that contribute to CKD progression. As each episode or relapse of active lupus nephritis implicates CKD progression, preventing flares of lupus nephritis is a key treatment target. Non-immune risk factors of CKD mostly include causes of nephron hyperfiltration, such as obesity, hypertension, sodium- or protein-rich diets and type 2 diabetes mellitus, as well as pregnancy. Nephrotoxic agents and smoking also drive kidney cell loss. Intrinsic risk factors for CKD progression include poor nephron endowment because of prematurity at birth, nephropathic genetic variants, ageing, male sex and previous or concomitant kidney diseases. Care for lupus nephritis involves the control of all modifiable risk factors of CKD progression. In addition, remnant nephron overload can be reduced using early dual therapy with inhibitors of the renin-angiotensin system and sodium-glucose transporter-2, whereas further renoprotective drug interventions are underway. As patients with lupus nephritis are at risk of CKD progression, they would all benefit from interdisciplinary care to minimize the risk of kidney failure, cardiovascular disease and infections.","Julia Lichtnekert, Hans-Joachim Anders","Nature reviews. Rheumatology","2024Sep24",NA
"39317703","Association of metabolic obesity phenotypes with risk of overall and site-specific cancers: a systematic review and meta-analysis of cohort studies.","Adiposity is a known risk factor for certain cancers; however, it is not clear whether the risk of cancer differs between individuals with high adiposity but different metabolic health status. The aim of this systematic literature review and meta-analysis of cohort studies was to evaluate associations between metabolic obesity phenotypes and overall and site-specific cancer risk. PubMed and Embase databases were used to identify relevant cohort studies up to the 6th of June 2023. Random-effects models were used to estimate summary relative risks (SRRs) and 95% confidence intervals (CIs) for the association between metabolic obesity phenotypes and cancer risk. Certainty of evidence was assessed using the Cochrane methods and the GRADE tool. This study is registered with PROSPERO, number CRD42024549511. A total of 15,556 records were screened, and 31 publications covering 15 unique cohort studies were included in this analysis. Of these studies, 22 were evaluated as being at low risk of bias and 9 at moderate risk of bias. Compared to metabolically healthy normal-weight individuals (MHNW), metabolically unhealthy overweight/obese (MUOW/OB) individuals had a higher risk of overall (SRR = 1.21, 95% CI = 1.02-1.44, n = 3 studies, high certainty) and obesity-related cancers (SRR = 1.42, 95% CI = 1.15-1.74, n = 3, very low certainty). Specifically, MUOW/OB individuals were at higher risk of cancers of the postmenopausal breast (SRR = 1.32, 95% CI = 1.17-1.48, n = 7, low certainty), colorectum (SRR = 1.24, 95% CI = 1.16-1.31, n = 6, moderate certainty), endometrium (SRR = 2.31, 95% CI = 2.08-2.57, n = 4, high certainty), thyroid (SRR = 1.42, 95% CI = 1.29-1.57, n = 4, moderate certainty), kidney (SRR = 1.71, 95% CI = 1.40-2.10, n = 3, low certainty), pancreas (SRR = 1.35, 95% CI = 1.24-1.47, n = 3, high certainty), liver (SRR = 1.81, 95% CI = 1.36-2.42, n = 2, moderate certainty), gallbladder (SRR = 1.42, 95% CI = 1.17-1.73, n = 2, high certainty), bladder (SRR = 1.36, 95% CI = 1.19-1.56, n = 2, moderate certainty), and stomach (SRR = 1.50, 95% CI = 1.12-2.01, n = 2, high certainty). In addition, we found elevated risks of most of these cancers among individuals classified as MUNW and MHOW/OB phenotypes compared to those with MHNW phenotype. Our stratified analyses according to metabolic obesity phenotypes suggested that the elevated risks of some cancers were stronger in individuals with MUOW/OB versus those with MHOW/OB or MUNW phenotypes. These findings suggest that both higher adiposity and metabolic dysfunction were independently associated with increased risk of several cancers, with the strongest associations generally observed among those with both metabolic dysfunction and obesity.","Yahya Mahamat-Saleh, Dagfinn Aune, Heinz Freisling, Sheetal Hardikar, Rola Jaafar, Sabina Rinaldi, Marc J Gunter, Laure Dossus","British journal of cancer","2024Sep24",NA
